sCT ID	chromosome	5’ boundary of the cryptic zone	3’ boundary of the cryptic zone	cTSS	cdsEnd	txEnd	strand	host_gene	sCT expression in spt6-1004 (FPKM)	Log2 spt6-1004/WT FC	z score
YMR319C_crA	XIII	913583	913479	913531	912879	912702	-	YMR319C	54.607747906572	1.29679039916707	16.9027559041884
YMR323W_crA	XIII	920657	920849	920753	921401	921401	+	YMR323W	0.705155183548107	0.773617772172202	16.1012102662792
YNL004W_crA	XIV	623583	623683	623633	624621	624706	+	YNL004W	66.5613437854964	0.287980687680264	15.7049430868078
YNL008C_crA	XIV	616874	616772	616823	616210	616182	-	YNL008C	49.3354640875467	1.15510762018967	23.5977357609301
YNL012W_crA	XIV	610785	610853	610819	611665	611819	+	YNL012W	46.8842732653352	2.58147270585989	35.6664739755415
YNL014W_crA	XIV	608101	608233	608167	609453	609435	+	YNL014W	37.3000032650823	2.21924438933817	31.1602814063117
YNL018C_crA	XIV	600720	600658	600689	599935	599935	-	YNL018C	8.1711439962537	2.98886456859251	23.7398955667525
YNL018C_crB	XIV	600366	600270	600318	599935	599935	-	YNL018C	31.8554723214934	3.25532820954185	23.7398955667525
YNL020C_crA	XIV	596708	596622	596665	595622	595462	-	YNL020C	64.261039598195	1.46521804971118	23.5698475387643
YNL023C_crA	XIV	589520	589336	589428	588262	588222	-	YNL023C	85.5406373862935	1.07073474737335	24.9859099232382
YNL026W_crA	XIV	582461	582609	582535	583374	583491	+	YNL026W	24.8399939233488	0.269041697471797	17.7740443973096
YNL027W_crA	XIV	580655	580889	580772	581616	581611	+	YNL027W	9.9343507400337	0.516336424509493	16.0654458781441
YNL034W_crA	XIV	571895	571969	571932	572315	572315	+	YNL034W	34.8975947166502	3.5133220048276	24.4257846595557
YNL040W_crA	XIV	554047	554183	554115	554750	554907	+	YNL040W	51.9630704682968	-0.117696285566976	19.3097645166436
YNL040W_crB	XIV	554342	554396	554369	554750	554907	+	YNL040W	37.1078403953546	0.350884896782503	19.3097645166436
YNL041C_crA	XIV	551129	550953	551041	549467	549302	-	YNL041C	19.8140927264705	0.738369352902226	20.1790230191493
YNL049C_crA	XIV	536544	536296	536420	535280	535182	-	YNL049C	28.6680126964688	0.383980732519979	22.7824498934957
YNL049C_crB	XIV	536221	536077	536149	535280	535182	-	YNL049C	88.5681514023582	0.839129320610552	22.7824498934957
YNL053W_crA	XIV	530387	530515	530451	531411	531475	+	YNL053W	28.0750109517704	0.449253348832527	19.1635766624054
YNL054W_crA	XIV	527855	528055	527955	529583	529643	+	YNL054W	31.8853578965429	0.59266481817123	25.8443551033986
YNL059C_crA	XIV	513553	513419	513486	512667	512510	-	YNL059C	92.3577380085284	0.806897239035751	19.1996855933795
YNL077W_crA	XIV	482251	482357	482304	482977	482938	+	YNL077W	23.8400096906664	0.962698639104614	16.1339749188628
YNL082W_crA	XIV	475006	475110	475058	476012	476090	+	YNL082W	29.7342983940739	0.716444281583999	22.071907522666
YNL083W_crA	XIV	472175	472413	472294	472861	473154	+	YNL083W	14.8387392637201	0.569331597264088	18.4672012864878
YNL088W_crA	XIV	459957	460351	460154	461990	462177	+	YNL088W	81.4403321801178	0.68410954618506	21.213742660778
YNL092W_crA	XIV	451456	451534	451495	452073	452273	+	YNL092W	11.4686730074968	0.709378731091533	15.227934040737
YNL092W_crB	XIV	451700	451784	451742	452073	452273	+	YNL092W	19.5319161279289	1.19551571697855	15.227934040737
YNL094W_crA	XIV	448768	448850	448809	449374	449521	+	YNL094W	191.681595316057	1.1236154423763	20.3665827583856
YNL095C_crA	XIV	445832	445758	445795	444911	444788	-	YNL095C	60.8597676278114	1.95169300275868	26.200092480696
YNL096C_crA	XIV	NA	NA	NA	443397	443212	-	YNL096C	NA	NA	15.3818936469919
YNL101W_crA	XIV	436323	436615	436469	437140	437329	+	YNL101W	109.053918616838	0.798131561568929	18.1679603758687
YNL102W_crA	XIV	431743	432023	431883	434493	434553	+	YNL102W	52.5285343965059	0.929263848653114	25.4677827992721
YNL106C_crA	XIV	422092	421880	421986	420943	420964	-	YNL106C	66.16079706805	1.83856905324858	35.3906694995696
YNL116W_crA	XIV	409121	409265	409193	409909	410017	+	YNL116W	43.1433314911349	1.52141591337065	25.9183942341594
YNL117W_crA	XIV	406950	407036	406993	408022	408089	+	YNL117W	55.4736256456682	4.06955806244959	19.0010572706006
YNL117W_crB	XIV	407079	407165	407122	408022	408089	+	YNL117W	NA	NA	19.0010572706006
YNL125C_crA	XIV	391225	391005	391115	390145	390052	-	YNL125C	36.6155137718343	0.8235495170868	17.8548520487424
YNL125C_crB	XIV	390720	390616	390668	390145	390052	-	YNL125C	107.03149396199	1.2215625005766	17.8548520487424
YNL126W_crA	XIV	388891	389139	389015	389767	389817	+	YNL126W	38.7497815079586	0.485786169725603	19.6139283622904
YNL127W_crA	XIV	385662	385966	385814	386848	387041	+	YNL127W	31.402201702026	0.295210434561771	17.0655167839686
YNL127W_crB	XIV	385964	386084	386024	386848	387041	+	YNL127W	21.7431315254061	0.675083865761464	17.0655167839686
YNL144C_crA	XIV	353928	353682	353805	352819	352844	-	YNL144C	15.6524602028923	0.960456088105949	22.9389496204656
YNL159C_crA	XIV	339005	338901	338953	338477	338068	-	YNL159C	44.2371553764604	1.0507003085455	17.1237597462431
YNL161W_crA	XIV	333851	333961	333906	334867	335233	+	YNL161W	137.481215149574	1.30006929260507	31.2906552163906
YNL163C_crA	XIV	328587	328439	328513	326740	326636	-	YNL163C	78.4080684725346	0.359710594803531	22.5191783113089
YNL163C_crB	XIV	328323	328109	328216	326740	326636	-	YNL163C	43.6634339520094	0.754899879471619	22.5191783113089
YNL165W_crA	XIV	324438	324478	324458	325052	325161	+	YNL165W	125.761881290327	2.00535163551849	24.7811322845765
YNL172W_crA	XIV	314218	314340	314279	315882	315882	+	YNL172W	89.2450311801723	2.1035075738236	35.2362576825371
YNL176C_crA	XIV	305928	305786	305857	305069	304932	-	YNL176C	27.7922450470118	0.106126788989871	17.8958273261861
YNL181W_crA	XIV	298877	298991	298934	299558	299633	+	YNL181W	107.729215277601	0.539822511635998	17.8982126733545
YNL181W_crB	XIV	299105	299181	299143	299558	299633	+	YNL181W	58.4012843873493	1.14749294467524	17.8982126733545
YNL183C_crA	XIV	294142	293862	294002	293136	293052	-	YNL183C	38.7790965353598	1.21627875743918	20.8473548129281
YNL194C_crA	XIV	273099	273029	273064	272709	272485	-	YNL194C	20.9150427762163	2.97967265080936	16.6663700116952
YNL207W_crA	XIV	256024	256248	256136	256630	256762	+	YNL207W	44.3821795579751	0.308091091037939	17.1573546758405
YNL216W_crA	XIV	243132	243222	243177	244172	244258	+	YNL216W	30.5676169470417	-0.189612204149164	18.7013578932918
YNL223W_crA	XIV	228119	228275	228197	228854	228810	+	YNL223W	40.8781470023401	0.99494426008001	18.594093890167
YNL223W_crB	XIV	228287	228379	228333	228854	228810	+	YNL223W	11.7166947910273	1.44941764867677	18.594093890167
YNL224C_crA	XIV	226058	225832	225945	224795	224653	-	YNL224C	29.1394101970761	1.04038829751086	19.207037203206
YNL225C_crA	XIV	223517	223337	223427	222723	222701	-	YNL225C	44.3094168568677	1.07941023037645	24.1233440684028
YNL227C_crA	XIV	221482	221346	221414	220658	220629	-	YNL227C	37.6829984442579	-0.032781296548328	20.2828400633522
YNL233W_crA	XIV	213283	213467	213375	214600	214674	+	YNL233W	72.0453579101978	1.26650109693004	30.8443588825388
YNL236W_crA	XIV	208575	208819	208697	209854	209850	+	YNL236W	30.2924898922771	0.454661535315412	17.0943609945634
YNL237W_crA	XIV	206042	206124	206083	206567	206738	+	YNL237W	53.2050044721563	2.46563775199106	21.9791016931045
YNL242W_crA	XIV	193958	194192	194075	196102	196114	+	YNL242W	32.428742707753	1.28487941400518	34.9932833326683
YNL243W_crA	XIV	189791	189903	189847	190957	190962	+	YNL243W	208.292951606047	0.476221550469075	20.1418458306552
YNL243W_crB	XIV	189956	190068	190012	190957	190962	+	YNL243W	76.2872573310105	0.974611272871449	20.1418458306552
YNL249C_crA	XIV	180342	180086	180214	179393	178901	-	YNL249C	6.73757421320718	0.119140238873608	18.1154871998598
YNL250W_crA	XIV	177627	177965	177796	179348	179370	+	YNL250W	52.0067417116674	1.79885880304368	31.8126514032604
YNL256W_crA	XIV	165588	165788	165688	167097	167154	+	YNL256W	43.6384480736475	0.552553980920518	23.3706753456254
YNL257C_crA	XIV	162461	162197	162329	160630	160645	-	YNL257C	38.8032186061968	0.913071178754272	22.2950731968385
YNL262W_crA	XIV	151702	151984	151843	154880	154914	+	YNL262W	48.1373911172004	1.05991497908303	34.5861257714707
YNL262W_crB	XIV	152209	152397	152303	154880	154914	+	YNL262W	50.8778332104975	1.43139499766528	34.5861257714707
YNL263C_crA	XIV	147345	147273	147309	146895	146805	-	YNL263C	69.72195577402	0.984753863413071	16.9316343754358
YNL267W_crA	XIV	142315	142475	142395	144078	144242	+	YNL267W	61.4815774497378	0.696102670914647	24.1600739111912
YNL271C_crA	XIV	131669	131171	131420	129521	129389	-	YNL271C	62.3648801871566	0.786991670833512	22.6979991978775
YNL272C_crA	XIV	127668	127466	127567	126804	126822	-	YNL272C	47.6518690650674	0.356993945395094	22.5024389190135
YNL273W_crA	XIV	124283	124523	124403	126599	126651	+	YNL273W	12.750050451813	0.563061712541687	17.2088879654785
YNL273W_crB	XIV	125016	125312	125164	126599	126651	+	YNL273W	25.3820854932931	0.74367309585582	17.2088879654785
YNL277W_crA	XIV	118220	118348	118284	118809	118891	+	YNL277W	31.2821954041133	1.75443789735844	21.1944308887407
YNL278W_crA	XIV	114485	114701	114593	116453	116531	+	YNL278W	17.1012492231595	0.103790669581237	18.1399564557558
YNL278W_crB	XIV	114930	115044	114987	116453	116531	+	YNL278W	8.92649602427914	0.298254840556613	18.1399564557558
YNL292W_crA	XIV	83324	83466	83395	84017	84075	+	YNL292W	46.9677032075133	-0.059964149234673	23.727814829506
YNL293W_crA	XIV	81874	81968	81921	82541	82619	+	YNL293W	136.027393865001	0.702855512659101	21.2458348885768
YNL293W_crB	XIV	81949	82001	81975	82541	82619	+	YNL293W	NA	NA	21.2458348885768
YNL298W_crA	XIV	70460	70672	70566	71443	71507	+	YNL298W	31.812585935441	0.624990182224842	18.2096536147232
YNL299W_crA	XIV	67651	67829	67740	68445	68499	+	YNL299W	79.1931106539305	0.782063300715466	22.1646810802314
YNL311C_crA	XIV	50381	50079	50230	49396	49325	-	YNL311C	37.6308831998331	1.09442992513923	18.2378893352965
YNL313C_crA	XIV	46664	46454	46559	45307	45205	-	YNL313C	34.0477922413881	-0.0810760100901064	15.8441334073503
YNL314W_crA	XIV	44940	45020	44980	45214	45322	+	YNL314W	34.4001984484654	0.838766663866884	16.3912948142636
YNL317W_crA	XIV	41303	41395	41349	42016	42122	+	YNL317W	49.8381318540686	0.0977253555345057	20.055822658245
YNL317W_crB	XIV	41435	41523	41479	42016	42122	+	YNL317W	24.7193607684514	0.626147590192932	20.055822658245
YNL318C_crA	XIV	39554	39438	39496	38706	38706	-	YNL318C	6.52076467649695	3.11768574306615	19.6997926912354
YNL318C_crB	XIV	39317	39211	39264	38706	38706	-	YNL318C	5.50071073302885	3.18195739227796	19.6997926912354
YNL325C_crA	XIV	30036	29888	29962	28738	28789	-	YNL325C	53.4546631446733	1.48378217768784	26.9621818596801
YNL325C_crB	XIV	29668	29582	29625	28738	28789	-	YNL325C	37.4111129725993	1.93991385506484	26.9621818596801
YNL329C_crA	XIV	20620	20418	20519	19540	19540	-	YNL329C	47.2237688080009	0.750754249521251	22.8879241775727
YNL333W_crA	XIV	13851	13903	13877	14163	14163	+	YNL333W	75.5498401741944	2.48236919029326	15.8292010452128
YNR002C_crA	XIV	633409	633321	633365	633007	632869	-	YNR002C	20.219700852027	2.7785021173161	16.032495093248
YNR011C_crA	XIV	645551	645431	645491	644319	644205	-	YNR011C	75.6782095312406	0.760017401962238	22.4232378755145
YNR011C_crB	XIV	645362	645260	645311	644319	644205	-	YNR011C	9.50686254419239	1.05597301111748	22.4232378755145
YNR013C_crA	XIV	650453	650231	650342	649027	648933	-	YNR013C	72.3821573071305	0.34825483812582	28.3153430292876
YNR023W_crA	XIV	670923	671005	670964	672118	672202	+	YNR023W	79.2340468956918	0.861683604683657	20.3373556536298
YNR023W_crB	XIV	671143	671295	671219	672118	672202	+	YNR023W	22.4035482025042	1.13795858160053	20.3373556536298
YNR032W_crA	XIV	686485	686663	686574	687116	687242	+	YNR032W	41.0392410244951	0.998524982245781	16.5178846792185
YNR033W_crA	XIV	688608	688874	688741	689998	689978	+	YNR033W	96.9652109453619	1.71433757697317	17.3234866936248
YNR044W_crA	XIV	704296	704414	704355	705876	705914	+	YNR044W	101.203756645374	1.57055338750707	15.8814296677186
YNR047W_crA	XIV	709728	710006	709867	711204	711330	+	YNR047W	12.7348722537404	0.165546341943111	22.4696779181818
YNR047W_crB	XIV	710264	710392	710328	711204	711330	+	YNR047W	32.7847518852242	0.579461985459471	22.4696779181818
YNR049C_crA	XIV	713258	713176	713217	713022	712869	-	YNR049C	47.2430738940128	0.29993432008005	15.8462325117316
YNR056C_crA	XIV	732454	732316	732385	731617	731617	-	YNR056C	32.1465782662787	3.53875395248215	24.198143144403
YNR056C_crB	XIV	732348	732270	732309	731617	731617	-	YNR056C	2.19066443559981	3.69575018364963	24.198143144403
YNR059W_crA	XIV	737323	737429	737376	738545	738724	+	YNR059W	31.4461959762106	1.30936874686063	23.5020483299611
YNR060W_crA	XIV	741439	741519	741479	742110	742110	+	YNR060W	42.1138128857518	2.7573424956006	26.9168141691271
YNR062C_crA	XIV	744963	744927	744945	744359	744167	-	YNR062C	63.4206393339332	5.08044248940959	23.8570035194884
YNR063W_crA	XIV	747809	748123	747966	748766	749708	+	YNR063W	13.249342710453	0.537860136706408	21.23111206167
YNR065C_crA	XIV	752358	752250	752304	750349	750349	-	YNR065C	43.294573534828	1.90753703666489	26.088649157095
YNR070W_crA	XIV	767216	767268	767242	769376	770060	+	YNR070W	15.4933791696275	3.75568333435151	37.1278168305982
YNR070W_crB	XIV	767904	768118	768011	769376	770060	+	YNR070W	29.2846033118655	3.5001407609291	37.1278168305982
YNR072W_crA	XIV	773141	773307	773224	774351	774351	+	YNR072W	3.65940869111777	2.40771520953897	21.591336368706
YOL006C_crA	XV	314755	314681	314718	313077	312932	-	YOL006C	88.4571985876038	0.356217465135606	18.5564058861639
YOL006C_crB	XV	314458	314242	314350	313077	312932	-	YOL006C	62.4819625525612	0.628033986587526	18.5564058861639
YOL015W_crA	XV	298114	298328	298221	298838	298825	+	YOL015W	8.9054976352364	0.777884060387674	15.6217162641874
YOL017W_crA	XV	293749	293961	293855	294673	294729	+	YOL017W	30.8474724764293	1.214503991239	22.2304230753192
YOL021C_crA	XV	284024	283764	283894	282420	282332	-	YOL021C	45.29342504422	-0.142973609155118	17.2975665949135
YOL023W_crA	XV	278772	278976	278874	280086	280177	+	YOL023W	22.1872142275095	0.401407925943582	18.6102046681922
YOL023W_crB	XV	279097	279301	279199	280086	280177	+	YOL023W	31.864415448065	0.755535827791107	18.6102046681922
YOL025W_crA	XV	276077	276317	276197	276939	276929	+	YOL025W	32.8125289467125	1.00252902548365	23.1694660610176
YOL033W_crA	XV	264375	264509	264442	265085	265137	+	YOL033W	44.1285630987627	1.11741053992772	24.7131043456248
YOL034W_crA	XV	261406	261528	261467	263204	263257	+	YOL034W	46.1048770168411	1.37647697650905	30.8593309426821
YOL034W_crB	XV	261618	261724	261671	263204	263257	+	YOL034W	30.6648244708655	1.54765345189795	30.8593309426821
YOL036W_crA	XV	257869	257963	257916	259030	259163	+	YOL036W	91.6853833856815	1.019202967219	19.2850911964807
YOL043C_crA	XV	249105	249023	249064	248391	248390	-	YOL043C	44.5431874199672	1.12497361341614	18.0820528925616
YOL045W_crA	XV	245060	245204	245132	246802	244739	+	YOL045W	77.8738044724999	0.758894960038751	24.9160286068642
YOL045W_crB	XV	245298	245482	245390	246802	244739	+	YOL045W	38.5422773261691	1.06513385905504	24.9160286068642
YOL055C_crA	XV	225317	225215	225266	224419	224390	-	YOL055C	34.0953675715353	0.885326309901361	17.6674051176189
YOL063C_crA	XV	209298	209082	209190	207391	207397	-	YOL063C	37.1461412824163	0.56161005463512	15.0142411923127
YOL064C_crA	XV	206753	206605	206679	206102	206109	-	YOL064C	52.306420946681	0.304195985830433	16.1492799343206
YOL072W_crA	XV	195436	195580	195508	196337	196394	+	YOL072W	28.5718117531231	0.836864796922069	17.9921733095418
YOL075C_crA	XV	191505	191331	191418	189657	189253	-	YOL075C	61.7078352284303	0.354767858728474	34.7768119117046
YOL075C_crB	XV	191375	191277	191326	189657	189253	-	YOL075C	NA	NA	34.7768119117046
YOL078W_crA	XV	183017	183163	183090	185212	185242	+	YOL078W	26.896306256075	0.674600694086378	28.6727851401793
YOL078W_crB	XV	183416	183738	183577	185212	185242	+	YOL078W	20.8229283393198	1.12518828842082	28.6727851401793
YOL081W_crA	XV	176955	177419	177187	180309	180514	+	YOL081W	32.36578319944	0.395623003550584	22.6205629835081
YOL081W_crB	XV	177697	177885	177791	180309	180514	+	YOL081W	33.4619231328023	0.714213320219808	22.6205629835081
YOL084W_crA	XV	164324	164512	164418	165331	165298	+	YOL084W	25.9805960004835	2.23001886100531	27.0554964813727
YOL087C_crA	XV	156621	156203	156412	155286	155210	-	YOL087C	51.9080533798091	0.84033016603604	20.4934704284539
YOL089C_crA	XV	152264	152050	152157	150397	150293	-	YOL089C	40.6103492389253	1.18218298459764	26.8374646457055
YOL091W_crA	XV	146150	146210	146180	147163	147163	+	YOL091W	3.90224449317832	0.573364570693222	17.5711722011998
YOL091W_crB	XV	146693	146859	146776	147163	147163	+	YOL091W	16.2356413927674	1.18675973511395	17.5711722011998
YOL098C_crA	XV	134218	133950	134084	132724	132724	-	YOL098C	69.2906078847344	0.267621351292744	15.5964462977895
YOL100W_crA	XV	130927	131017	130972	132482	132514	+	YOL100W	45.4096021897736	0.317178760609083	20.1569572378099
YOL100W_crB	XV	131319	131481	131400	132482	132514	+	YOL100W	48.9603109306511	0.843148863524482	20.1569572378099
YOL113W_crA	XV	105227	105277	105252	106293	106290	+	YOL113W	30.0147655259376	0.724376633504719	21.1351368762312
YOL113W_crB	XV	105584	105742	105663	106293	106290	+	YOL113W	52.6559987755752	1.31281086331738	21.1351368762312
YOL119C_crA	XV	95483	95413	95448	94855	94837	-	YOL119C	76.4166611506352	2.10467450080318	24.2746330331621
YOL138C_crA	XV	63261	63019	63140	61324	61325	-	YOL138C	38.0986134755593	0.856944543317369	30.6281401417664
YOL138C_crB	XV	62699	62549	62624	61324	61325	-	YOL138C	35.6454779075097	1.33602098729792	30.6281401417664
YOL152W_crA	XV	41613	41741	41677	42610	42691	+	YOL152W	19.4205318115102	1.42039319584072	22.4134808824652
YOL152W_crB	XV	41886	41988	41937	42610	42691	+	YOL152W	13.7960298442742	1.6242889168313	22.4134808824652
YOL155C_crA	XV	30218	30168	30193	28702	28663	-	YOL155C	111.783440160153	2.64265446362844	25.8711366993681
YOL155C_crB	XV	29918	29850	29884	28702	28663	-	YOL155C	136.096884414305	2.72661228089367	25.8711366993681
YOL164W_crA	XV	7281	7373	7327	8115	8249	+	YOL164W	59.3822945331765	1.04336688972743	19.1694756722198
YOL164W_crB	XV	7491	7583	7537	8115	8249	+	YOL164W	26.7207763358772	1.80292965334401	19.1694756722198
YOR005C_crA	XV	335778	335708	335743	334508	334484	-	YOR005C	92.2992886180409	2.36432715298484	32.4164219990336
YOR011W_crA	XV	352187	352483	352335	353863	353986	+	YOR011W	46.5459289963586	1.76849831971313	32.57968949357
YOR017W_crA	XV	362803	363083	362943	363814	363898	+	YOR017W	40.871544466626	0.670383623861213	15.5658118284545
YOR018W_crA	XV	365619	365747	365683	366882	366994	+	YOR018W	20.2051709124492	0.824433625658342	18.4729746780655
YOR018W_crB	XV	366171	366311	366241	366882	366994	+	YOR018W	54.3334778345186	1.45555533692011	18.4729746780655
YOR022C_crA	XV	374723	374501	374612	373709	373701	-	YOR022C	16.3591600466737	0.366914277743949	20.9166123281643
YOR023C_crA	XV	376842	376754	376798	376011	376013	-	YOR023C	83.8777054155986	0.942546057273489	21.2521143402276
YOR032C_crA	XV	390469	390379	390424	389770	389717	-	YOR032C	69.3093271160939	4.56094107833654	21.3954354638125
YOR034C_crA	XV	395948	395700	395824	394836	394765	-	YOR034C	23.1650096544304	0.354833728738113	15.7075257617071
YOR035C_crA	XV	398595	398485	398540	397734	397734	-	YOR035C	51.6868957113023	1.13471999199925	21.7591669404288
YOR038C_crA	XV	404068	403844	403956	402760	402685	-	YOR038C	23.6749314409935	0.677344196546123	20.0401078414881
YOR048C_crA	XV	420705	420623	420664	418629	418404	-	YOR048C	93.0080211851035	1.09490620657307	22.5121639911253
YOR049C_crA	XV	423145	423111	423128	422667	422524	-	YOR049C	63.6993937976553	2.73422657695385	23.6750287799388
YOR054C_crA	XV	429164	429052	429108	427832	427763	-	YOR054C	32.3171223280807	1.18350788283889	21.4019291728698
YOR058C_crA	XV	435314	434980	435147	433687	433467	-	YOR058C	36.8097798485482	0.461291768944915	16.0824053723051
YOR069W_crA	XV	454541	454761	454651	455795	455920	+	YOR069W	36.0699476450325	0.700301369789468	22.6840952928911
YOR070C_crA	XV	457068	456926	456997	455906	455803	-	YOR070C	43.3400410193075	0.405990455413804	22.5493931830801
YOR070C_crB	XV	456861	456723	456792	455906	455803	-	YOR070C	22.4042420100841	0.852422797900826	22.5493931830801
YOR071C_crA	XV	460169	459977	460073	459479	458723	-	YOR071C	76.7532166392017	0.541352760543532	17.897976255435
YOR073W_crA	XV	466056	466194	466125	466543	466568	+	YOR073W	23.6404794159971	0.467364380006851	22.1696783520389
YOR076C_crA	XV	470632	470384	470508	469376	469387	-	YOR076C	28.6597666041632	0.832427278012243	21.0355467058261
YOR080W_crA	XV	475758	475914	475836	476792	476816	+	YOR080W	17.2569936192305	1.00752686689041	18.3138202237456
YOR081C_crA	XV	478173	478091	478132	476938	476938	-	YOR081C	28.8260496693401	-0.18339678824709	22.4199236518514
YOR081C_crB	XV	477990	477800	477895	476938	476938	-	YOR081C	78.9957883752479	-0.0770193902999716	22.4199236518514
YOR081C_crC	XV	477740	477624	477682	476938	476938	-	YOR081C	10.751310157547	0.452349503734893	22.4199236518514
YOR087W_crA	XV	488577	489041	488809	489734	489824	+	YOR087W	45.4496013108109	0.566358007467897	15.4578096327614
YOR092W_crA	XV	496079	496267	496173	496968	497153	+	YOR092W	28.1673849134459	0.178369454375556	21.0159032662088
YOR093C_crA	XV	500542	500064	500303	497505	497324	-	YOR093C	19.0324367768861	1.11568718396489	31.1356432701028
YOR099W_crA	XV	512349	512429	512389	513006	513177	+	YOR099W	159.247217123811	-0.558807070874668	15.1135191493242
YOR099W_crB	XV	512491	512567	512529	513006	513177	+	YOR099W	NA	NA	15.1135191493242
YOR113W_crA	XV	535337	535519	535428	536819	537049	+	YOR113W	21.8186955184317	0.652315310555637	20.8739971409727
YOR118W_crA	XV	547736	547970	547853	548560	548657	+	YOR118W	29.3426146441862	0.462502950260507	17.4582030212088
YOR124C_crA	XV	556682	556428	556555	554823	554740	-	YOR124C	62.5901397946894	0.794142054368964	18.4141844920018
YOR127W_crA	XV	562702	562890	562796	564193	564417	+	YOR127W	46.367218163032	0.693578349332702	18.468334581677
YOR129C_crA	XV	568198	568054	568126	566876	566676	-	YOR129C	37.8060013889013	1.00200948022017	29.714138136968
YOR130C_crA	XV	570398	570312	570355	569928	569836	-	YOR130C	44.7544550632932	0.954229057567074	15.4455069063664
YOR137C_crA	XV	582718	582582	582650	581812	581620	-	YOR137C	34.9644699634524	0.996228089293911	16.7117636481681
YOR138C_crA	XV	585219	585113	585166	584308	584292	-	YOR138C	106.76642237338	1.3911116552898	25.2092710392539
YOR141C_crA	XV	591441	591389	591415	589941	589740	-	YOR141C	89.066001157482	1.53757782336338	19.1979295012727
YOR141C_crB	XV	591168	591060	591114	589941	589740	-	YOR141C	162.562737809286	1.61171404439705	19.1979295012727
YOR141C_crC	XV	590966	590870	590918	589941	589740	-	YOR141C	47.668007409924	1.76607692072547	19.1979295012727
YOR147W_crA	XV	607385	607557	607471	608475	608585	+	YOR147W	44.9484916201623	0.682477865922219	19.5782334736526
YOR155C_crA	XV	627524	627458	627491	626627	626532	-	YOR155C	18.8949064848789	0.503751626525924	16.107657041245
YOR155C_crB	XV	627182	627086	627134	626627	626532	-	YOR155C	55.337474335986	0.82978032106792	16.107657041245
YOR158W_crA	XV	632604	632718	632661	633120	633233	+	YOR158W	41.0719376306752	0.473094273050566	15.3065003245339
YOR161C_crA	XV	637791	637657	637724	636938	636836	-	YOR161C	47.5739377013608	0.708371989556875	18.8121147703443
YOR162C_crA	XV	641006	640714	640860	639559	639420	-	YOR162C	21.1711488910731	0.823366287053881	15.2435290530997
YOR176W_crA	XV	662830	662984	662907	663582	663657	+	YOR176W	12.0713965063432	-0.0257150674869367	15.3915253039351
YOR178C_crA	XV	669186	669102	669144	667859	667524	-	YOR178C	27.7485330488691	3.15420499999373	28.7220660348025
YOR178C_crB	XV	669080	668960	669020	667859	667524	-	YOR178C	8.6034619686291	3.28938355958616	28.7220660348025
YOR178C_crC	XV	668831	668781	668806	667859	667524	-	YOR178C	22.5370021534223	2.82783345357179	28.7220660348025
YOR181W_crA	XV	677270	677432	677351	677840	677929	+	YOR181W	79.3188572955279	1.0831119608709	19.5240893062091
YOR190W_crA	XV	691280	691420	691350	692032	692032	+	YOR190W	23.5040160661937	2.40940753760296	23.7193223398596
YOR191W_crA	XV	695286	695630	695458	697334	698113	+	YOR191W	22.47838422542	0.752980170540815	21.3340234223314
YOR191W_crB	XV	696226	696444	696335	697334	698113	+	YOR191W	121.365853068886	1.07114680072791	21.3340234223314
YOR192C_crA	XV	699383	699169	699276	698767	698012	-	YOR192C	39.3966644878149	1.89100228166245	19.313158794247
YOR195W_crA	XV	714034	714180	714107	715331	715545	+	YOR195W	53.542712175935	1.08744841896124	22.1008132693667
YOR207C_crA	XV	731290	730888	731089	730007	729708	-	YOR207C	61.1247257788694	0.275852454242499	16.7325325688458
YOR208W_crA	XV	734607	734799	734703	736177	736249	+	YOR208W	37.8710775040763	1.3072978316121	18.8027543185478
YOR211C_crA	XV	740524	740432	740478	738923	738828	-	YOR211C	35.2247613819223	0.772910292921017	18.5878671123623
YOR211C_crB	XV	740220	740074	740147	738923	738828	-	YOR211C	56.9115933094313	0.913382082791532	18.5878671123623
YOR217W_crA	XV	750611	750835	750723	751886	752065	+	YOR217W	82.9336997519341	0.60608802303532	19.0887707104904
YOR227W_crA	XV	764126	764472	764299	766565	766633	+	YOR227W	23.7262622426185	0.504910554113032	17.3256076295445
YOR227W_crB	XV	764967	765149	765058	766565	766633	+	YOR227W	61.168158319163	0.573135525989179	17.3256076295445
YOR228C_crA	XV	767317	767211	767264	766868	766660	-	YOR228C	36.3542606798898	1.66056931896924	18.2950771013622
YOR231W_crA	XV	773445	773621	773533	774127	774305	+	YOR231W	24.2419987630455	0.270979070895795	19.7449730482597
YOR233W_crA	XV	777242	777396	777319	778248	778241	+	YOR233W	65.4491866819916	0.445063112975479	15.7754919531758
YOR239W_crA	XV	785457	785521	785489	786744	786913	+	YOR239W	3.3504231468621	-0.696471718156968	15.6681147824358
YOR239W_crB	XV	785919	786063	785991	786744	786913	+	YOR239W	101.386563882063	-0.17158005207197	15.6681147824358
YOR249C_crA	XV	799874	799710	799792	798673	798604	-	YOR249C	34.5111643461612	1.3187944301356	26.6685546889456
YOR259C_crA	XV	813146	813080	813113	812394	812190	-	YOR259C	126.663063463389	0.729920424108169	19.4773437361601
YOR269W_crA	XV	827179	827343	827261	827869	828020	+	YOR269W	14.7354108113645	0.362438528114412	17.8136335135922
